effect_id,key,source_sheet,source_row,extraction_type,design,response_class,response_var,survival_scale,link,baseline_survival,beta_is_derived,treatment,control,species,sign,treatment_control_flag,response_flag,response_dir,notes,bmp,paper,region,species_group,analysis_class,species_include,xbar_e,xbar_c,n_e,n_c,sd_e,sd_c,se_e,se_c,lcl_e,lcl_c,ucl_e,ucl_c,df_e,df_c
md_0278,SQ8ICKWV,mean_diff,319,mean_difference,categorical,abundance,abundance,,,,,native pasture,hay,savannah_sparrow,1,apples,0,,"Saskatchewan, Canada",plant_nwsg,Davis et al. 2016,great_plains,species,obligate,TRUE,7.8,8.4,14,14,,,,,4.7,5.9,10.8,10.9,,
md_0279,SQ8ICKWV,mean_diff,320,mean_difference,categorical,abundance,abundance,,,,,native pasture,hay,grasshopper_sparrow,1,apples,0,,"Saskatchewan, Canada",plant_nwsg,Davis et al. 2016,great_plains,species,obligate,TRUE,0.6,1.7,14,14,,,,,0.1,0.1,1,3.3,,
md_0280,SQ8ICKWV,mean_diff,321,mean_difference,categorical,nest_success,number of young fledged per nest,period_survival,log,,,native pasture,planted pasture,savannah_sparrow,1,apples,1,,,plant_nwsg,Davis et al. 2016,great_plains,species,obligate,TRUE,1.3,0.6,61,20,,,0.2,0.2,,,,,,
md_0281,SQ8ICKWV,mean_diff,322,mean_difference,categorical,nest_success,number of young fledged per nest,period_survival,log,,,native pasture,hay,savannah_sparrow,1,apples,1,,,plant_nwsg,Davis et al. 2016,great_plains,species,obligate,TRUE,1.3,1,61,24,,,0.2,0.3,,,,,,
md_0282,C8RH4NET,mean_diff,323,mean_difference,categorical,abundance,abundance,,,,,Pulse-grazed,Traditional (season-long) grazed,mccowns_longspur,1,apples,0,,,rotational_grazing,Davis et al. 2020,great_plains,species,obligate,TRUE,-0.214,-1.781,18,51,,,,,-0.729,-3.822,0.291,-0.262,,
md_0283,C8RH4NET,mean_diff,324,mean_difference,categorical,abundance,abundance,,,,,Pulse-grazed,Traditional (season-long) grazed,horned_lark,1,apples,0,,,rotational_grazing,Davis et al. 2020,great_plains,species,obligate,TRUE,0.099,0.922,18,51,,,,,-0.034,0.669,0.233,1.164,,
md_0284,C8RH4NET,mean_diff,325,mean_difference,categorical,abundance,abundance,,,,,Pulse-grazed,Traditional (season-long) grazed,lark_bunting,1,apples,0,,,rotational_grazing,Davis et al. 2020,great_plains,species,obligate,TRUE,0.11,1.355,18,51,,,,,-0.009,1.164,0.228,1.543,,
md_0285,C8RH4NET,mean_diff,326,mean_difference,categorical,abundance,abundance,,,,,Pulse-grazed,Traditional (season-long) grazed,western_meadowlark,1,apples,0,,,rotational_grazing,Davis et al. 2020,great_plains,species,obligate,TRUE,-0.048,-0.275,18,51,,,,,-0.19,-0.553,0.093,0.006,,
md_0286,C8RH4NET,mean_diff,327,mean_difference,categorical,abundance,abundance,,,,,Pulse-grazed,Traditional (season-long) grazed,grasshopper_sparrow,1,apples,0,,,rotational_grazing,Davis et al. 2020,great_plains,species,obligate,TRUE,-0.023,-0.768,18,51,,,,,-0.218,-1.357,0.1,-0.164,,
md_0287,YXR6499E,mean_diff,328,mean_difference,categorical,abundance,abundance,,,,,Native grassland,Exotic grassland,horned_lark,1,apples,0,,Maximum number of singing males per point count,plant_nwsg,Davis et al. 2020b,great_plains,species,obligate,TRUE,1.1,2.3,192,185,,,0.2,0.3,,,,,,
md_0288,YXR6499E,mean_diff,329,mean_difference,categorical,abundance,abundance,,,,,Native grassland,Exotic grassland,spragues_pipit,1,apples,0,,Maximum number of singing males per point count,plant_nwsg,Davis et al. 2020b,great_plains,species,obligate,TRUE,1,0,192,185,,,0.1,0,,,,,,
md_0289,YXR6499E,mean_diff,330,mean_difference,categorical,abundance,abundance,,,,,Native grassland,Exotic grassland,chestnut_collared_longspur,1,apples,0,,Maximum number of singing males per point count,plant_nwsg,Davis et al. 2020b,great_plains,species,obligate,TRUE,1.1,0.4,192,185,,,0.2,0.2,,,,,,
md_0290,YXR6499E,mean_diff,331,mean_difference,categorical,abundance,abundance,,,,,Native grassland,Exotic grassland,vesper_sparrow,1,apples,0,,Maximum number of singing males per point count,plant_nwsg,Davis et al. 2020b,great_plains,species,obligate,TRUE,1.6,2.3,192,185,,,0.2,0.2,,,,,,
md_0291,YXR6499E,mean_diff,332,mean_difference,categorical,abundance,abundance,,,,,Native grassland,Exotic grassland,savannah_sparrow,1,apples,0,,Maximum number of singing males per point count,plant_nwsg,Davis et al. 2020b,great_plains,species,obligate,TRUE,3.4,3.4,192,185,,,0.1,0.2,,,,,,
md_0292,YXR6499E,mean_diff,333,mean_difference,categorical,abundance,abundance,,,,,Native grassland,Exotic grassland,bairds_sparrow,1,apples,0,,Maximum number of singing males per point count,plant_nwsg,Davis et al. 2020b,great_plains,species,obligate,TRUE,1.9,0.2,192,185,,,0.2,0.1,,,,,,
md_0293,YXR6499E,mean_diff,334,mean_difference,categorical,abundance,abundance,,,,,Native grassland,Exotic grassland,western_meadowlark,1,apples,0,,Maximum number of singing males per point count,plant_nwsg,Davis et al. 2020b,great_plains,species,obligate,TRUE,0.3,0.3,192,185,,,0.1,0.1,,,,,,
md_0294,YXR6499E,mean_diff,335,mean_difference,categorical,abundance,abundance,,,,,Native grassland,Exotic grassland,brown_headed_cowbird,1,apples,1,,Maximum number of singing males per point count,plant_nwsg,Davis et al. 2020b,great_plains,species,facultative,TRUE,0.1,0.3,192,185,,,0,0.1,,,,,,
md_0295,926Z83RQ,mean_diff,336,mean_difference,categorical,abundance,abundance,,,,,farms with woody features,farms without woody features,all_species,1,apples,1,,"653 study sites total contributed to the prediction, but this was based on a projection from proportion of LWF, so I divided it in half",edge_and_shrub_habitat,de Zwaan et al. 2024,other,aggregate,,TRUE,8.7,7.557,327,326,,,1.6,2.531,,,,,,
md_0296,IAAZA5MM,mean_diff,337,mean_difference,categorical,nest_success,dsr,daily_survival,,,,late hay,early hay,savannah_sparrow,1,apples,0,,"Chose Philopatric, sample size is not provide by treatment, so this is assuming an even number of nests per treatment; Unsure of link term, but it is likely logit",delay_hay,Denny et al. 2021,other,species,obligate,TRUE,0.96,0.929,35,35,,,,,0.954,0.899,0.966,0.96,,
md_0297,IAAZA5MM,mean_diff,338,mean_difference,categorical,nest_success,nest_success,period_survival,,,,late hay,early hay,savannah_sparrow,1,apples,0,,"Chose Philopatric, sample size is not provide by treatment, so this is assuming an even number of nests per treatment; Unsure of link term, but it is likely logit",delay_hay,Denny et al. 2021,other,species,obligate,TRUE,0.377,0.169,35,35,,,,,0.323,0.078,0.436,0.292,,
md_0298,IAAZA5MM,mean_diff,339,mean_difference,categorical,nest_success,dsr,daily_survival,,,,late hay,early hay,bobolink,1,apples,0,,"Chose Philopatric, sample size is not provide by treatment, so this is assuming an even number of nests per treatment; Unsure of link term, but it is likely logit",delay_hay,Denny et al. 2021,other,species,obligate,TRUE,0.967,0.94,29,28,,,,,0.957,0.904,0.975,0.963,,
md_0299,IAAZA5MM,mean_diff,340,mean_difference,categorical,nest_success,nest_success,period_survival,,,,late hay,early hay,bobolink,1,apples,0,,"Chose Philopatric, sample size is not provide by treatment, so this is assuming an even number of nests per treatment; Unsure of link term, but it is likely logit",delay_hay,Denny et al. 2021,other,species,obligate,TRUE,0.432,0.216,29,28,,,,,0.333,0.08,0.531,0.39,,
md_0300,YD99BG64,mean_diff,341,mean_difference,categorical,abundance,density,,,,,patch-burn graze,graze-and-burn,dickcissel,1,apples,0,,"More ""manage in patches"" than it is a test of prescribed_fire; Four pastures, but between 3 and 9 transects per treatment",manage_in_patches,Duchardt et al. 2016,other,species,obligate,TRUE,1.048,0.941,4,4,,,0.132,0.141,,,,,,
md_0301,YD99BG64,mean_diff,342,mean_difference,categorical,abundance,density,,,,,patch-burn graze,graze-and-burn,grasshopper_sparrow,1,apples,0,,"Four pastures, but between 3 and 9 transects per treatment",manage_in_patches,Duchardt et al. 2016,other,species,obligate,TRUE,1.21,1.004,4,4,,,0.07,0.132,,,,,,
md_0302,YD99BG64,mean_diff,343,mean_difference,categorical,abundance,density,,,,,patch-burn graze,graze-and-burn,bobolink,1,apples,0,,"Four pastures, but between 3 and 9 transects per treatment",manage_in_patches,Duchardt et al. 2016,other,species,obligate,TRUE,0.936,0.722,4,4,,,0.102,0.15,,,,,,
md_0303,YD99BG64,mean_diff,344,mean_difference,categorical,abundance,density,,,,,patch-burn graze,graze-and-burn,eastern_meadowlark,1,apples,0,,"Four pastures, but between 3 and 9 transects per treatment",manage_in_patches,Duchardt et al. 2016,other,species,obligate,TRUE,0.909,0.661,4,4,,,0.102,0.062,,,,,,
md_0304,YD99BG64,mean_diff,345,mean_difference,categorical,abundance,density,,,,,patch-burn graze,graze-and-burn,red_winged_blackbird,1,apples,0,,"Four pastures, but between 3 and 9 transects per treatment",manage_in_patches,Duchardt et al. 2016,other,species,facultative,TRUE,0.625,0.775,4,4,,,0.127,0.117,,,,,,
md_0305,YD99BG64,mean_diff,346,mean_difference,categorical,abundance,density,,,,,patch-burn graze,graze-and-burn,common_yellowthroat,1,apples,0,,"Four pastures, but between 3 and 9 transects per treatment",manage_in_patches,Duchardt et al. 2016,other,species,facultative,TRUE,0.176,0.256,4,4,,,0.043,0.066,,,,,,
md_0306,YD99BG64,mean_diff,347,mean_difference,categorical,abundance,density,,,,,patch-burn graze,graze-and-burn,northern_bobwhite,1,apples,0,,"Four pastures, but between 3 and 9 transects per treatment",manage_in_patches,Duchardt et al. 2016,other,species,facultative,TRUE,0.038,0.073,4,4,,,0.027,0.049,,,,,,
md_0307,YD99BG64,mean_diff,348,mean_difference,categorical,abundance,density,,,,,patch-burn graze,graze-and-burn,eastern_bluebird,1,apples,0,,"Four pastures, but between 3 and 9 transects per treatment",manage_in_patches,Duchardt et al. 2016,other,species,facultative,TRUE,0.028,0.045,4,4,,,0.016,0.018,,,,,,
md_0308,YD99BG64,mean_diff,349,mean_difference,categorical,abundance,density,,,,,patch-burn graze,graze-and-burn,loggerhead_shrike,1,apples,0,,"Four pastures, but between 3 and 9 transects per treatment",manage_in_patches,Duchardt et al. 2016,other,species,facultative,TRUE,0,0.079,4,4,,,0,0.028,,,,,,
md_0309,DS5EPZ93,mean_diff,350,mean_difference,categorical,abundance,crowing counts (male count),,,,,Old NWSG field (planted 10-13 years prior),Old CSG fields (planted 10-13 years prior),ring_necked_pheasant,1,apples,0,,Crowing counts of males,plant_nwsg,Eggebo et al. 2003,great_plains,species,facultative,TRUE,7.5,13.9,8,12,,,2.3,3.1,,,,,,
md_0310,DS5EPZ93,mean_diff,351,mean_difference,categorical,abundance,crowing counts (male count),,,,,New NWSG field (planted 1-3 years prior),New CSG fields (planted 1-3 years prior),ring_necked_pheasant,1,apples,0,,Crowing counts of males,plant_nwsg,Eggebo et al. 2003,great_plains,species,facultative,TRUE,4.9,5.3,13,8,,,1,0.8,,,,,,
md_0311,N8CXRDSX,mean_diff,352,mean_difference,categorical,species_richness,species_richness - 2007,,,,,buffered,non-buffered,wintering_species,1,apples,0,,Should this also be edge and shrub (buffered)?,provide_overwintering_habitat,Evans et al. 2014,southeast_us,aggregate,other,TRUE,5.687,5.571,112,110,,,0.34,0.346,,,,,,
md_0311,N8CXRDSX,mean_diff,352,mean_difference,categorical,species_richness,species_richness - 2007,,,,,buffered,non-buffered,wintering_species,1,apples,0,,Should this also be edge and shrub (buffered)?,plant_nwsg,Evans et al. 2014,southeast_us,aggregate,other,TRUE,5.687,5.571,112,110,,,0.34,0.346,,,,,,
md_0311,N8CXRDSX,mean_diff,352,mean_difference,categorical,species_richness,species_richness - 2007,,,,,buffered,non-buffered,wintering_species,1,apples,0,,Should this also be edge and shrub (buffered)?,edge_and_shrub_habitat,Evans et al. 2014,southeast_us,aggregate,other,TRUE,5.687,5.571,112,110,,,0.34,0.346,,,,,,
md_0312,N8CXRDSX,mean_diff,355,mean_difference,categorical,species_richness,species_richness - 2008,,,,,buffered,non-buffered,wintering_species,1,apples,0,,,provide_overwintering_habitat,Evans et al. 2014,southeast_us,aggregate,other,TRUE,5.338,4.142,112,110,,,0.397,0.397,,,,,,
md_0312,N8CXRDSX,mean_diff,355,mean_difference,categorical,species_richness,species_richness - 2008,,,,,buffered,non-buffered,wintering_species,1,apples,0,,,plant_nwsg,Evans et al. 2014,southeast_us,aggregate,other,TRUE,5.338,4.142,112,110,,,0.397,0.397,,,,,,
md_0312,N8CXRDSX,mean_diff,355,mean_difference,categorical,species_richness,species_richness - 2008,,,,,buffered,non-buffered,wintering_species,1,apples,0,,,edge_and_shrub_habitat,Evans et al. 2014,southeast_us,aggregate,other,TRUE,5.338,4.142,112,110,,,0.397,0.397,,,,,,
md_0313,VAP55SP2,mean_diff,358,mean_difference,categorical,species_richness,species_richness,,,,,Native prairie,restored grassland (CSG and WSG mix),all_species,1,apples,0,,Is this control adequate for a plant nwsg test?; Treatment is defined here as the native prairie,plant_nwsg,Fletcher and Koford 2002,other,aggregate,,TRUE,6.7,6.5,10,10,,,0.29,0.3,,,,,,
md_0314,VAP55SP2,mean_diff,359,mean_difference,categorical,abundance,density (male/ha),,,,,Native prairie,restored grassland (CSG and WSG mix),sedge_wren,1,apples,0,,Treatment is defined here as the native prairie,plant_nwsg,Fletcher and Koford 2002,other,species,obligate,TRUE,0.79,0.6,10,10,,,,,0.54,0.4,1.15,0.91,,
md_0315,VAP55SP2,mean_diff,360,mean_difference,categorical,abundance,density (male/ha),,,,,Native prairie,restored grassland (CSG and WSG mix),common_yellowthroat,1,apples,0,,Treatment is defined here as the native prairie,plant_nwsg,Fletcher and Koford 2002,other,species,facultative,TRUE,2.68,1.04,10,10,,,,,1.41,0.55,5.08,1.96,,
md_0316,VAP55SP2,mean_diff,361,mean_difference,categorical,abundance,density (male/ha),,,,,Native prairie,restored grassland (CSG and WSG mix),savannah_sparrow,1,apples,0,,Treatment is defined here as the native prairie,plant_nwsg,Fletcher and Koford 2002,other,species,obligate,TRUE,0.07,0.67,10,10,,,,,0.03,0.38,0.17,1.17,,
md_0317,VAP55SP2,mean_diff,362,mean_difference,categorical,abundance,density (male/ha),,,,,Native prairie,restored grassland (CSG and WSG mix),grasshopper_sparrow,1,apples,0,,Treatment is defined here as the native prairie,plant_nwsg,Fletcher and Koford 2002,other,species,obligate,TRUE,0.08,0.32,10,10,,,,,0.05,0.21,0.15,0.5,,
md_0318,VAP55SP2,mean_diff,363,mean_difference,categorical,abundance,density (male/ha),,,,,Native prairie,restored grassland (CSG and WSG mix),dickcissel,1,apples,0,,Treatment is defined here as the native prairie,plant_nwsg,Fletcher and Koford 2002,other,species,obligate,TRUE,0.38,0.29,10,10,,,,,0.28,0.21,0.52,0.4,,
md_0319,VAP55SP2,mean_diff,364,mean_difference,categorical,abundance,density (male/ha),,,,,Native prairie,restored grassland (CSG and WSG mix),bobolink,1,apples,0,,Treatment is defined here as the native prairie,plant_nwsg,Fletcher and Koford 2002,other,species,obligate,TRUE,1.62,1.46,10,10,,,,,1.08,0.97,2.44,2.21,,
md_0320,VAP55SP2,mean_diff,365,mean_difference,categorical,abundance,density (male/ha),,,,,Native prairie,restored grassland (CSG and WSG mix),red_winged_blackbird,1,apples,0,,Treatment is defined here as the native prairie,plant_nwsg,Fletcher and Koford 2002,other,species,facultative,TRUE,0.68,0.97,10,10,,,,,0.54,0.77,0.87,1.23,,
md_0321,VAP55SP2,mean_diff,366,mean_difference,categorical,abundance,density (male/ha),,,,,Native prairie,restored grassland (CSG and WSG mix),american_goldfinch,1,apples,0,,Treatment is defined here as the native prairie,plant_nwsg,Fletcher and Koford 2002,other,species,facultative,TRUE,0.2,0.07,10,10,,,,,0.09,0.02,0.47,0.21,,
md_0322,DDEKX9E9,mean_diff,367,mean_difference,categorical,nest_success,successful nests (%),period_survival,,,,nest box,natural nest,eastern_screech_owl,1,apples,0,,,install_nest_boxes,Gehlbach 1994,great_plains,species,woodland,FALSE,67.8,81.1,5,5,21.2,12.4,,,,,,,,
md_0323,KHQAUEP3,mean_diff,368,mean_difference,categorical,abundance,density,,,,,Organic farm,Conventional,all_species,1,apples,0,,,eliminate_pesticides,Genghini et al. 2006,europe,aggregate,,TRUE,2.77,1.75,15,26,2.26,1.39,,,,,,,,
md_0324,KHQAUEP3,mean_diff,369,mean_difference,categorical,species_richness,shannon diversity,,,,,Organic farm,Conventional,all_species,1,apples,0,,Alpha diversity expressed as shannon diversity,eliminate_pesticides,Genghini et al. 2006,europe,aggregate,,TRUE,0.68,0.4,15,26,0.23,0.24,,,,,,,,
md_0325,LU5JZP88,mean_diff,370,mean_difference,categorical,species_richness,species_richness,,,,,NWSG,CSG,all_species,1,apples,0,,Treatment is defined as NWSG; sample size is the minimum across years (three more were added),plant_nwsg,Giuliano and Daves 2002,other,aggregate,,TRUE,11.1,7.1,21,21,,,0.9,0.7,,,,,,
md_0326,LU5JZP88,mean_diff,371,mean_difference,categorical,nest_success,fledge_rate (number fledged/number eggs),period_survival,identity,,,NWSG,CSG,all_species,1,apples,1,,Treatment is defined as NWSG; sample size is the number of nests; Review: Two-way randomized block analysis of variance,plant_nwsg,Giuliano and Daves 2002,other,aggregate,,TRUE,0.7,0.48,70,98,,,0.1,0.1,,,,,,
