key,paper,bmp,response_class,Treatment,Control,response_var,species,error_class,xbar_e,n_e,sd_e,se_e,lcl_e,ucl_e,xbar_c,n_c,sd_c,se_c,lcl_c,ucl_c,notes
9HH6YMIM,Henningsen and Best 2005,Plant native warm season grasses (NWSGs) and wildflowers,abundance,WSG wooded riparian filter strips,CSG wooded riparian filter strips,density (birds/count/100 ha) - 2001,eastern_meadowlark,standard_error,0,7,NA,0,NA,NA,0,6,NA,0,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Plant native warm season grasses (NWSGs) and wildflowers,abundance,WSG wooded riparian filter strips,CSG wooded riparian filter strips,density (birds/count/100 ha) - 2002,eastern_meadowlark,standard_error,1.4,7,NA,3.4,NA,NA,4.1,6,NA,3.7,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Plant native warm season grasses (NWSGs) and wildflowers,abundance,WSG wooded riparian filter strips,CSG wooded riparian filter strips,density (birds/count/100 ha),red_winged_blackbird,standard_error,65.7,7,NA,14.5,NA,NA,27.6,6,NA,8.4,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Plant native warm season grasses (NWSGs) and wildflowers,abundance,WSG wooded riparian filter strips,CSG wooded riparian filter strips,density (birds/count/100 ha),indigo_bunting,standard_error,9.5,7,NA,4,NA,NA,4.7,6,NA,2.3,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Plant native warm season grasses (NWSGs) and wildflowers,abundance,WSG wooded riparian filter strips,CSG wooded riparian filter strips,density (birds/count/100 ha),dickcissel,standard_error,8,7,NA,3.8,NA,NA,10.6,6,NA,3.8,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Plant native warm season grasses (NWSGs) and wildflowers,abundance,WSG wooded riparian filter strips,CSG wooded riparian filter strips,density (birds/count/100 ha),american_goldfinch,standard_error,5.6,7,NA,3.4,NA,NA,3.2,6,NA,3.2,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Plant native warm season grasses (NWSGs) and wildflowers,abundance,WSG wooded riparian filter strips,CSG wooded riparian filter strips,density (birds/count/100 ha),song_sparrow,standard_error,43.4,7,NA,10.2,NA,NA,18.1,6,NA,4.5,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Plant native warm season grasses (NWSGs) and wildflowers,species_richness,WSG wooded riparian filter strips,CSG wooded riparian filter strips,species_richness,all_species,standard_error,6.4,7,NA,0.5,NA,NA,5.8,6,NA,0.9,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Edge and shrub habitat,abundance,CSG wooded riparian filter strips,CSG non-wooded riparian filter strips,density (birds/count/100 ha),ring_necked_pheasant,standard_error,0.9,6,NA,0.9,NA,NA,9.4,14,NA,3.8,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Edge and shrub habitat,abundance,CSG wooded riparian filter strips,CSG non-wooded riparian filter strips,density (birds/count/100 ha),barn_swallow,standard_error,24.4,6,NA,9.7,NA,NA,64.7,14,NA,19.2,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Edge and shrub habitat,abundance,CSG wooded riparian filter strips,CSG non-wooded riparian filter strips,density (birds/count/100 ha),cliff_swallow,standard_error,0.7,6,NA,0.7,NA,NA,6.4,14,NA,2.6,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Edge and shrub habitat,abundance,CSG wooded riparian filter strips,CSG non-wooded riparian filter strips,density (birds/count/100 ha),sedge_wren,standard_error,1.3,6,NA,0.9,NA,NA,17.5,14,NA,6.2,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Edge and shrub habitat,abundance,CSG wooded riparian filter strips,CSG non-wooded riparian filter strips,density (birds/count/100 ha),common_yellowthroat,standard_error,17.7,6,NA,4.8,NA,NA,94,14,NA,18.6,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Edge and shrub habitat,abundance,CSG wooded riparian filter strips,CSG non-wooded riparian filter strips,density (birds/count/100 ha) - 2001,eastern_meadowlark,standard_error,0,6,NA,0,NA,NA,1.4,14,NA,1,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Edge and shrub habitat,abundance,CSG wooded riparian filter strips,CSG non-wooded riparian filter strips,density (birds/count/100 ha) - 2002,eastern_meadowlark,standard_error,4.1,6,NA,3.7,NA,NA,6.7,14,NA,2.4,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Edge and shrub habitat,abundance,CSG wooded riparian filter strips,CSG non-wooded riparian filter strips,density (birds/count/100 ha),red_winged_blackbird,standard_error,27.6,6,NA,8.4,NA,NA,592.3,14,NA,39.6,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Edge and shrub habitat,abundance,CSG wooded riparian filter strips,CSG non-wooded riparian filter strips,density (birds/count/100 ha),indigo_bunting,standard_error,4.7,6,NA,2.3,NA,NA,3.6,14,NA,1.9,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Edge and shrub habitat,abundance,CSG wooded riparian filter strips,CSG non-wooded riparian filter strips,density (birds/count/100 ha),dickcissel,standard_error,10.6,6,NA,3.8,NA,NA,76.7,14,NA,16.5,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Edge and shrub habitat,abundance,CSG wooded riparian filter strips,CSG non-wooded riparian filter strips,density (birds/count/100 ha),american_goldfinch,standard_error,3.2,6,NA,3.2,NA,NA,6.5,14,NA,2.2,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Edge and shrub habitat,abundance,CSG wooded riparian filter strips,CSG non-wooded riparian filter strips,density (birds/count/100 ha),song_sparrow,standard_error,18.1,6,NA,4.5,NA,NA,63,14,NA,11.4,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Edge and shrub habitat,species_richness,CSG wooded riparian filter strips,CSG non-wooded riparian filter strips,species_richness,all_species,standard_error,5.8,6,NA,0.9,NA,NA,7.3,14,NA,0.3,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Edge and shrub habitat,abundance,WSG wooded riparian filter strips,WSG non-wooded riparian filter strips,density (birds/count/100 ha),ring_necked_pheasant,standard_error,5.2,7,NA,3,NA,NA,5.6,6,NA,2.3,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Edge and shrub habitat,abundance,WSG wooded riparian filter strips,WSG non-wooded riparian filter strips,density (birds/count/100 ha),barn_swallow,standard_error,35,7,NA,12.4,NA,NA,39.3,6,NA,8.9,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Edge and shrub habitat,abundance,WSG wooded riparian filter strips,WSG non-wooded riparian filter strips,density (birds/count/100 ha),cliff_swallow,standard_error,6.9,7,NA,4.3,NA,NA,49.7,6,NA,22.8,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Edge and shrub habitat,abundance,WSG wooded riparian filter strips,WSG non-wooded riparian filter strips,density (birds/count/100 ha),sedge_wren,standard_error,4.1,7,NA,2.6,NA,NA,10.6,6,NA,5,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Edge and shrub habitat,abundance,WSG wooded riparian filter strips,WSG non-wooded riparian filter strips,density (birds/count/100 ha),common_yellowthroat,standard_error,30.6,7,NA,9.2,NA,NA,112.2,6,NA,21.3,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Edge and shrub habitat,abundance,WSG wooded riparian filter strips,WSG non-wooded riparian filter strips,density (birds/count/100 ha) - 2001,eastern_meadowlark,standard_error,0,7,NA,0,NA,NA,2.2,6,NA,1.5,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Edge and shrub habitat,abundance,WSG wooded riparian filter strips,WSG non-wooded riparian filter strips,density (birds/count/100 ha) - 2002,eastern_meadowlark,standard_error,1.4,7,NA,3.4,NA,NA,4.8,6,NA,3.7,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Edge and shrub habitat,abundance,WSG wooded riparian filter strips,WSG non-wooded riparian filter strips,density (birds/count/100 ha),red_winged_blackbird,standard_error,65.7,7,NA,14.5,NA,NA,428,6,NA,57,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Edge and shrub habitat,abundance,WSG wooded riparian filter strips,WSG non-wooded riparian filter strips,density (birds/count/100 ha),indigo_bunting,standard_error,9.5,7,NA,4,NA,NA,1.9,6,NA,1.4,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Edge and shrub habitat,abundance,WSG wooded riparian filter strips,WSG non-wooded riparian filter strips,density (birds/count/100 ha),dickcissel,standard_error,8,7,NA,3.8,NA,NA,103.3,6,NA,21,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Edge and shrub habitat,abundance,WSG wooded riparian filter strips,WSG non-wooded riparian filter strips,density (birds/count/100 ha),american_goldfinch,standard_error,5.6,7,NA,3.4,NA,NA,3.6,6,NA,2.1,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Edge and shrub habitat,abundance,WSG wooded riparian filter strips,WSG non-wooded riparian filter strips,density (birds/count/100 ha),song_sparrow,standard_error,43.4,7,NA,10.2,NA,NA,93.5,6,NA,14.5,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Edge and shrub habitat,species_richness,WSG wooded riparian filter strips,WSG non-wooded riparian filter strips,species_richness,all_species,standard_error,6.4,7,NA,0.5,NA,NA,8.6,6,NA,0.4,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Plant native warm season grasses (NWSGs) and wildflowers,abundance,WSG non-wooded riparian filter strips,CSG non-wooded riparian filter strips,nest density (nests/100 ha),ring_necked_pheasant,standard_error,0,4,NA,0,NA,NA,2.8,11,NA,7,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Plant native warm season grasses (NWSGs) and wildflowers,abundance,WSG non-wooded riparian filter strips,CSG non-wooded riparian filter strips,nest density (nests/100 ha),common_yellowthroat,standard_error,34.2,4,NA,18.1,NA,NA,10.2,11,NA,10.9,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Plant native warm season grasses (NWSGs) and wildflowers,abundance,WSG non-wooded riparian filter strips,CSG non-wooded riparian filter strips,nest density (nests/100 ha),red_winged_blackbird,standard_error,1141.9,4,NA,248.9,NA,NA,835.8,11,NA,150.1,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Plant native warm season grasses (NWSGs) and wildflowers,abundance,WSG non-wooded riparian filter strips,CSG non-wooded riparian filter strips,nest density (nests/100 ha),dickcissel,standard_error,153.8,4,NA,38.1,NA,NA,68.5,11,NA,23,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Plant native warm season grasses (NWSGs) and wildflowers,abundance,WSG non-wooded riparian filter strips,CSG non-wooded riparian filter strips,nest density (nests/100 ha),song_sparrow,standard_error,6.4,4,NA,20.3,NA,NA,26.6,11,NA,12.2,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Plant native warm season grasses (NWSGs) and wildflowers,abundance,WSG wooded riparian filter strips,CSG wooded riparian filter strips,nest density (nests/100 ha),ring_necked_pheasant,standard_error,18.7,5,NA,10.4,NA,NA,15.8,4,NA,11.7,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Plant native warm season grasses (NWSGs) and wildflowers,abundance,WSG wooded riparian filter strips,CSG wooded riparian filter strips,nest density (nests/100 ha),common_yellowthroat,standard_error,35,5,NA,16.2,NA,NA,34.4,4,NA,18.1,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Plant native warm season grasses (NWSGs) and wildflowers,abundance,WSG wooded riparian filter strips,CSG wooded riparian filter strips,nest density (nests/100 ha),red_winged_blackbird,standard_error,181.6,5,NA,222.6,NA,NA,154.7,4,NA,248.9,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Plant native warm season grasses (NWSGs) and wildflowers,abundance,WSG wooded riparian filter strips,CSG wooded riparian filter strips,nest density (nests/100 ha),dickcissel,standard_error,0,5,NA,0,NA,NA,0,4,NA,0,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Plant native warm season grasses (NWSGs) and wildflowers,abundance,WSG wooded riparian filter strips,CSG wooded riparian filter strips,nest density (nests/100 ha),song_sparrow,standard_error,45.6,5,NA,18.1,NA,NA,18.6,4,NA,20.3,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Edge and shrub habitat,abundance,CSG wooded riparian filter strips,CSG non-wooded riparian filter strips,nest density (nests/100 ha),ring_necked_pheasant,standard_error,15.8,4,NA,11.7,NA,NA,2.8,11,NA,7,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Edge and shrub habitat,abundance,CSG wooded riparian filter strips,CSG non-wooded riparian filter strips,nest density (nests/100 ha),common_yellowthroat,standard_error,34.4,4,NA,18.1,NA,NA,20.2,11,NA,10.9,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Edge and shrub habitat,abundance,CSG wooded riparian filter strips,CSG non-wooded riparian filter strips,nest density (nests/100 ha),red_winged_blackbird,standard_error,154.7,4,NA,248.9,NA,NA,834.8,11,NA,150.1,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Edge and shrub habitat,abundance,CSG wooded riparian filter strips,CSG non-wooded riparian filter strips,nest density (nests/100 ha),dickcissel,standard_error,0,4,NA,0,NA,NA,68.5,11,NA,23,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Edge and shrub habitat,abundance,CSG wooded riparian filter strips,CSG non-wooded riparian filter strips,nest density (nests/100 ha),song_sparrow,standard_error,18.6,4,NA,10.3,NA,NA,26.6,11,NA,12.2,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Edge and shrub habitat,abundance,WSG wooded riparian filter strips,WSG non-wooded riparian filter strips,nest density (nests/100 ha),ring_necked_pheasant,standard_error,18.7,5,NA,10.4,NA,NA,0,4,NA,0,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Edge and shrub habitat,abundance,WSG wooded riparian filter strips,WSG non-wooded riparian filter strips,nest density (nests/100 ha),common_yellowthroat,standard_error,35,5,NA,16.2,NA,NA,34.2,4,NA,18.1,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Edge and shrub habitat,abundance,WSG wooded riparian filter strips,WSG non-wooded riparian filter strips,nest density (nests/100 ha),red_winged_blackbird,standard_error,181.6,5,NA,222.6,NA,NA,1141.9,4,NA,248.9,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Edge and shrub habitat,abundance,WSG wooded riparian filter strips,WSG non-wooded riparian filter strips,nest density (nests/100 ha),dickcissel,standard_error,0,5,NA,0,NA,NA,153.8,4,NA,38.1,NA,NA,NA
9HH6YMIM,Henningsen and Best 2005,Edge and shrub habitat,abundance,WSG wooded riparian filter strips,WSG non-wooded riparian filter strips,nest density (nests/100 ha),song_sparrow,standard_error,45.6,5,NA,18.1,NA,NA,6.4,4,NA,20.3,NA,NA,NA
6L2Y9PFL,Herakovich et al. 2021,prescribed_fire,abundance,Sites burned that year,Sites not burned that year,detection frequency,grasshopper_sparrow,standard_deviation,0.38,12,0.27,NA,NA,NA,0.1,6,0.18,NA,NA,NA,NA
6L2Y9PFL,Herakovich et al. 2021,prescribed_fire,abundance,Sites burned that year,Sites not burned that year,detection frequency,dickcissel,standard_deviation,0.98,12,0.03,NA,NA,NA,0.93,6,0.09,NA,NA,NA,NA
QI6DHMSY,Holcomb et al. 2014,prescribed_fire,abundance,Patch-burn sites,Traditional sites,density (birds/ha),brown_headed_cowbird,standard_error,0.09,3,NA,0.02,NA,NA,0.28,2,NA,0.05,NA,NA,NA
QI6DHMSY,Holcomb et al. 2014,prescribed_fire,abundance,Patch-burn sites,Traditional sites,density (birds/ha),cassins_sparrow,standard_error,1.63,3,NA,0.4,NA,NA,1.02,2,NA,0.3,NA,NA,NA
QI6DHMSY,Holcomb et al. 2014,prescribed_fire,abundance,Patch-burn sites,Traditional sites,density (birds/ha),dickcissel,standard_error,0.63,3,NA,0.18,NA,NA,1.08,2,NA,0.39,NA,NA,NA
QI6DHMSY,Holcomb et al. 2014,prescribed_fire,abundance,Patch-burn sites,Traditional sites,density (birds/ha),eastern_meadowlark,standard_error,0.04,3,NA,0.02,NA,NA,0.13,2,NA,0.05,NA,NA,NA
QI6DHMSY,Holcomb et al. 2014,prescribed_fire,abundance,Patch-burn sites,Traditional sites,density (birds/ha),field_sparrow,standard_error,1.54,3,NA,0.41,NA,NA,1.49,2,NA,0.45,NA,NA,NA
QI6DHMSY,Holcomb et al. 2014,prescribed_fire,abundance,Patch-burn sites,Traditional sites,density (birds/ha),grasshopper_sparrow,standard_error,0.13,3,NA,0.05,NA,NA,0.53,2,NA,0.13,NA,NA,NA
QI6DHMSY,Holcomb et al. 2014,prescribed_fire,abundance,Patch-burn sites,Traditional sites,density (birds/ha),lark_sparrow,standard_error,3.55,3,NA,1.02,NA,NA,0.7,2,NA,0.38,NA,NA,NA
QI6DHMSY,Holcomb et al. 2014,prescribed_fire,abundance,Patch-burn sites,Traditional sites,density (birds/ha),mourning_dove,standard_error,0.08,3,NA,0.02,NA,NA,0.06,2,NA,0.01,NA,NA,NA
QI6DHMSY,Holcomb et al. 2014,prescribed_fire,abundance,Patch-burn sites,Traditional sites,density (birds/ha),northern_bobwhite,standard_error,0.31,3,NA,0.07,NA,NA,0.24,2,NA,0.07,NA,NA,NA
QI6DHMSY,Holcomb et al. 2014,prescribed_fire,abundance,Patch-burn sites,Traditional sites,density (birds/ha),northern_mockingbird,standard_error,0.04,3,NA,0.02,NA,NA,0.01,2,NA,0.01,NA,NA,NA
QI6DHMSY,Holcomb et al. 2014,prescribed_fire,abundance,Patch-burn sites,Traditional sites,density (birds/ha),western_meadowlark,standard_error,0.38,3,NA,0.1,NA,NA,0.36,2,NA,0.11,NA,NA,NA
QI6DHMSY,Holcomb et al. 2014,prescribed_fire,nest_success,Patch-burn sites,Traditional sites,nest_success,cassins_sparrow,standard_error,50.9,38,NA,4,NA,NA,57.6,5,NA,5,NA,NA,NA
QI6DHMSY,Holcomb et al. 2014,prescribed_fire,nest_success,Patch-burn sites,Traditional sites,nest_success,field_sparrow,standard_error,17.6,44,NA,7,NA,NA,21.8,20,NA,4,NA,NA,NA
QI6DHMSY,Holcomb et al. 2014,prescribed_fire,nest_success,Patch-burn sites,Traditional sites,nest_success,lark_sparrow,standard_error,14.3,96,NA,6,NA,NA,12.4,8,NA,8,NA,NA,NA
XDNK38QY,Jedlicka et al. 2011,Install nest boxes,species_richness,sites with nest boxes,sites without nest boxes,species_richness,all_species,standard_error,4.23,6,NA,0.39,NA,NA,3.67,6,NA,0.16,NA,NA,Treatment is defined here as sites with nest boxes
XDNK38QY,Jedlicka et al. 2011,Install nest boxes,abundance,sites with nest boxes,sites without nest boxes,abundance,all_species,standard_error,3.71,6,NA,0.43,NA,NA,2.09,6,NA,0.33,NA,NA,Treatment is defined here as sites with nest boxes
2DXYTUJ6,Kempema et al. 2023,summer_pasture_stockpiling,species_richness,Short duration grazing system,Long duration grazing system,species_richness,all_species,standard_error,36.3,4,NA,2.8,NA,NA,52.7,4,NA,4,NA,NA,NA
6RIJF37M,Kentie et al. 2015,Set aside unmown areas adjacent to mowed areas,nest_success,Nests in unmown large patches (surrounded by mowed),nests in small unmown patches (surrounded by mown),nest_success (%),black_tailed_godwit,confidence_intervals,32,58,NA,NA,20,46,21,58,NA,NA,12,34,NA
9WTCPMT2,King et al. 2009,Edge and shrub habitat,abundance,wildlife openings,silvaculture openings,density - 2004,common_yellowthroat,standard_error,0.9,21,NA,0.13,NA,NA,0.92,15,NA,0.17,NA,NA,NA
9WTCPMT2,King et al. 2009,Edge and shrub habitat,abundance,wildlife openings,silvaculture openings,density - 2005,common_yellowthroat,standard_error,1.07,21,NA,0.06,NA,NA,0.88,15,NA,0.08,NA,NA,NA
